PC1,PC2
1983.6710057451508,-22.778123216772713
1982.4223462364196,23.009223195239567
1981.2059785231158,52.11980484822254
1980.771418203462,-38.1453061228518
1979.4517774456904,14.585765078182346
1978.4068106906236,22.12147685201851
1976.9862027851916,90.18905787377314
1976.2786698847988,44.167479435474846
1975.06338503689,77.28633674256461
1974.4993482400457,3.2629275455374174
1973.682785906548,-23.6096420988963
1972.2993163463718,38.44182675255709
1971.2181911212456,50.39985748598133
1970.0659206791931,73.77881184430613
1969.6690286961136,-15.348009313553652
1968.4341492478143,16.30231470441223
1967.0658286301734,73.76090663568942
1966.2343605782069,50.37733062928327
1965.3659312168143,25.260459633757478
1964.652694551213,-14.68846589154237
1963.486191313133,12.754928838418154
1963.1459410162452,-97.44636255145306
1961.5160512786154,3.793442429228502
1960.484213126511,9.051982614321206
1959.423163556031,22.10672268126396
1958.3142816413492,33.995544061820226
1957.4882272595742,11.216919133532674
1955.8852261034906,106.52273887037684
1955.2250264263237,49.03926173398799
1954.3354471210173,29.386721180998197
1953.721896939204,-25.142471672186915
1952.3672076953308,29.629426833314938
1951.53298609518,3.3346200258335963
1950.4662507136811,10.617438829209052
1949.5391590121658,-2.66226286074951
1948.5989213847392,-15.443838414408406
1947.592660161799,-14.506701457787228
1946.6034637519688,-8.179883187897502
1945.5538292042318,-1.5615794869217485
1944.5664831789113,-3.491502696533138
1943.649702826975,-17.34282119113913
1942.9017256816228,-61.733623005540885
1941.9078130100686,-62.432385238168365
1940.5412952039537,0.4365960013538639
1939.6854922360312,-21.243683719850587
1938.3783967633983,23.743195353170627
1937.1091407192116,68.9808064323339
1936.2774995134137,39.12445554039703
1935.429190928087,16.28665787326167
1934.7987466280522,-38.04332154041844
1933.9405609930166,-61.87319895123817
1932.527391700308,-1.9267971678822209
1931.0854696816423,71.54360075664596
1930.2981999548106,34.83453945808066
1929.3710104646213,26.868967009271433
1928.5438212123995,3.628917372112581
1927.3643945950082,27.73108287174964
1926.3514216709148,30.183458389126187
1925.3756798753814,26.66627335024424
1924.7044417596796,-35.76222653373608
1923.2000930688573,52.95648915561786
1922.255687890234,46.33086706159185
1922.1386622966418,-94.54190387427983
1921.1043653680822,-89.77680735498451
1919.8629219450308,-48.466026396224116
1918.0444771040559,81.69628269864859
1917.1432034888214,61.36231009074837
1916.0272069747034,81.62798681341945
1915.24437415835,46.923517726374584
1914.2555343155348,46.49494011269406
1913.3147844599769,34.535905255100175
1912.6482413292294,-20.758941719585195
1911.6338278113644,-17.295034404807883
1910.90417741923,-57.41855626731852
1909.579492202766,-10.815099337443758
1908.5601108134017,-7.397175160028708
1907.5860457122146,-12.021328857740928
1906.8793794811716,-60.137745618828276
1905.586085546416,-12.033624147988986
1905.1367301230089,-98.24742359742226
1903.4563888700611,9.822263699065557
1902.4566549834942,9.542240652779075
1901.533471562227,-2.8222209171559878
1901.1176273471613,-94.80473991080878
1899.6297853387653,-12.183312099989365
1898.0961968295046,72.28010845533814
1897.1136773550725,71.90213640140979
1896.8127094872314,-46.01992968097956
1895.625996141,-20.216070941068665
1894.6364278038943,-19.838284278096765
1893.6724893072194,-22.97566751378226
1892.2849751568035,38.5959593321488
1891.682412894426,-28.14468963632611
1890.7764929050904,-36.627815582467484
1889.632387067198,-21.170158139235028
1889.2089212131073,-105.028015075032
1887.835571284599,-53.25808658383497
1886.5420705942956,0.7097609701511506
1885.2397195269089,51.93088973742404
1884.4959145403882,8.807281085202252
1883.1279037554298,67.09180886043508
1882.8393614193083,-51.289075938920504
1881.1422159320628,63.6062087438022
1880.4700973370932,8.5716493301803
1879.4226738129523,18.51946463165184
1878.5131673684557,8.741924921247948
1877.5946112390745,-9.640525593828965
1876.5052474554072,-1.374527409929554
1875.3905386912556,23.84478133506331
1874.8808637449379,-55.37685204655026
1873.7285674572736,-31.792097546352043
1872.7598785005307,-36.333666008844894
1870.95001236537,95.95631057468889
1871.123802250607,-95.17755657155722
1869.7865567344993,-40.82800588153451
1868.882951001818,-57.33086069253568
1867.729261207029,-31.6359302863421
1866.3605798388082,26.98555635317699
1865.5790887273702,-9.678530138823522
1864.2012502187156,52.6047612141441
1863.0911599338083,72.19170647848487
1862.0791323970523,73.53986399463753
1861.2727734054567,39.88376001456892
1860.2195784075122,51.18489304268561
